Latitude,Longitude,Income Level,Are gut feelings your go-to when making a big decision,Count
42.723884,-71.495387,"Less than $10,000",Reliance on First Impressions,1
42.723884,-71.495387,Prefer not to say,Openness to Revised Impressions,1
42.724229,-84.916222,"Less than $10,000",Openness to Revised Impressions,1
42.727153,-87.675979,"Less than $10,000",Openness to Revised Impressions,2
42.728334,-84.488226,"Less than $10,000",Reliance on First Impressions,1
42.728585,-84.551728,Prefer not to say,Reliance on First Impressions,1
42.729839,-77.773919,"$30,000 - $39,999",Reliance on First Impressions,1
42.729839,-77.773919,Prefer not to say,Reliance on First Impressions,1
42.72993,-87.866213,"$10,000 - $19,999",Reliance on First Impressions,1
42.73001,-104.702397,"$10,000 - $19,999",Openness to Revised Impressions,1
42.73001,-104.702397,"$40,000 - $49,999",Reliance on First Impressions,1
42.730668,-74.357711,"$10,000 - $19,999",Openness to Revised Impressions,1
42.730668,-74.357711,Prefer not to say,Reliance on First Impressions,1
42.731224,-87.782818,"$20,000 - $29,999",Openness to Revised Impressions,1
42.731827,-87.820925,"$10,000 - $19,999",Reliance on First Impressions,1
42.733001,-93.73523,"$10,000 - $19,999",Reliance on First Impressions,1
42.733778,-78.423303,"$10,000 - $19,999",Openness to Revised Impressions,1
42.733778,-78.423303,"$40,000 - $49,999",Openness to Revised Impressions,1
42.734157,-77.242693,"Less than $10,000",Reliance on First Impressions,1
42.73416,-90.47846,"$80,000 - $99,999",Reliance on First Impressions,1
42.73481,-71.65813,"Less than $10,000",Reliance on First Impressions,1
42.737724,-76.407811,"$20,000 - $29,999",Openness to Revised Impressions,1
42.738164,-93.369996,"$10,000 - $19,999",Reliance on First Impressions,1
42.738678,-73.673862,"Less than $10,000",Openness to Revised Impressions,1
42.738888,-89.0403,"$10,000 - $19,999",Openness to Revised Impressions,1
42.738888,-89.0403,"Less than $10,000",Openness to Revised Impressions,1
42.738977,-78.312478,"$10,000 - $19,999",Openness to Revised Impressions,1
42.741295,-71.458793,"Less than $10,000",Openness to Revised Impressions,1
42.741295,-71.458793,"Less than $10,000",Reliance on First Impressions,1
42.74305,-89.621013,"Less than $10,000",Openness to Revised Impressions,1
42.747574,-83.260083,"Less than $10,000",Openness to Revised Impressions,1
42.74952,-73.34011,"$30,000 - $39,999",Openness to Revised Impressions,1
42.752653,-91.69556,"$40,000 - $49,999",Reliance on First Impressions,1
42.752844,-71.084301,"$10,000 - $19,999",Reliance on First Impressions,1
42.752844,-71.084301,"Less than $10,000",Reliance on First Impressions,1
42.752928,-73.779714,"Less than $10,000",Openness to Revised Impressions,1
42.755284,-84.562979,"$20,000 - $29,999",Openness to Revised Impressions,1
42.755573,-77.491905,"$10,000 - $19,999",Openness to Revised Impressions,1
42.755573,-77.491905,"$20,000 - $29,999",Reliance on First Impressions,1
42.75975,-83.94857,"Less than $10,000",Reliance on First Impressions,1
42.763216,-70.92812,"$10,000 - $19,999",Openness to Revised Impressions,2
42.7634,-75.27822,"$20,000 - $29,999",Reliance on First Impressions,1
42.763456,-102.314593,"$30,000 - $39,999",Openness to Revised Impressions,1
42.763456,-102.314593,Prefer not to say,Reliance on First Impressions,1
42.76386,-71.43139,"$40,000 - $49,999",Openness to Revised Impressions,1
42.763888,-84.458771,"$50,000 - $59,999",Openness to Revised Impressions,1
42.763888,-84.458771,"Less than $10,000",Reliance on First Impressions,1
42.768124,-75.788393,Prefer not to say,Openness to Revised Impressions,1
42.768413,-78.887094,"$10,000 - $19,999",Openness to Revised Impressions,1
42.768413,-78.887094,"$100,000 - $119,999",Reliance on First Impressions,1
42.768413,-78.887094,"$20,000 - $29,999",Openness to Revised Impressions,1
42.768413,-78.887094,"Less than $10,000",Openness to Revised Impressions,1
42.768413,-78.887094,"Less than $10,000",Reliance on First Impressions,2
42.770829,-76.586213,"Less than $10,000",Reliance on First Impressions,1
42.772624,-73.446834,"$80,000 - $99,999",Reliance on First Impressions,1
42.773711,-72.520166,"Less than $10,000",Reliance on First Impressions,1
42.77387,-91.88239,"Less than $10,000",Reliance on First Impressions,1
42.77424,-73.70012,"Less than $10,000",Openness to Revised Impressions,1
42.774781,-92.403969,"$10,000 - $19,999",Openness to Revised Impressions,1
42.776527,-75.859458,"Less than $10,000",Reliance on First Impressions,1
42.777524,-70.867246,"$10,000 - $19,999",Openness to Revised Impressions,1
42.779201,-95.701743,"$20,000 - $29,999",Openness to Revised Impressions,1
42.779378,-71.474918,"$30,000 - $39,999",Reliance on First Impressions,1
42.779378,-71.474918,"Less than $10,000",Openness to Revised Impressions,1
42.78064,-72.14175,"Less than $10,000",Reliance on First Impressions,1
42.782276,-73.944818,"$10,000 - $19,999",Reliance on First Impressions,1
42.782276,-73.944818,"$20,000 - $29,999",Reliance on First Impressions,1
42.782628,-93.389744,"$20,000 - $29,999",Openness to Revised Impressions,1
42.782628,-93.389744,"Less than $10,000",Openness to Revised Impressions,1
42.784255,-88.592559,"$20,000 - $29,999",Reliance on First Impressions,1
42.78481,-77.618049,"$40,000 - $49,999",Reliance on First Impressions,1
42.78529,-88.4051,"$10,000 - $19,999",Openness to Revised Impressions,1
42.785534,-93.91222,"$30,000 - $39,999",Reliance on First Impressions,1
42.788176,-73.899917,"$10,000 - $19,999",Reliance on First Impressions,1
42.789343,-110.942061,"$10,000 - $19,999",Reliance on First Impressions,1
42.789627,-71.126562,"$20,000 - $29,999",Openness to Revised Impressions,1
42.79315,-94.305614,"$30,000 - $39,999",Openness to Revised Impressions,1
42.795889,-87.816532,"$10,000 - $19,999",Openness to Revised Impressions,1
42.795889,-87.816532,"Less than $10,000",Reliance on First Impressions,1
42.796578,-77.063876,"$30,000 - $39,999",Openness to Revised Impressions,1
42.797529,-94.079932,"$10,000 - $19,999",Openness to Revised Impressions,1
42.80064,-71.30423,"Less than $10,000",Openness to Revised Impressions,1
42.801126,-94.358387,"$10,000 - $19,999",Openness to Revised Impressions,1
42.803797,-89.101389,"$20,000 - $29,999",Reliance on First Impressions,1
42.803973,-84.295949,"$10,000 - $19,999",Reliance on First Impressions,1
42.803973,-84.295949,Prefer not to say,Openness to Revised Impressions,1
42.804981,-121.584833,"$10,000 - $19,999",Openness to Revised Impressions,1
42.805201,-106.180846,"$10,000 - $19,999",Reliance on First Impressions,1
42.805376,-73.934868,"$10,000 - $19,999",Openness to Revised Impressions,1
42.807159,-78.667599,"$10,000 - $19,999",Openness to Revised Impressions,1
42.807705,-78.446855,"$40,000 - $49,999",Reliance on First Impressions,1
42.808127,-77.287611,"$30,000 - $39,999",Reliance on First Impressions,1
42.808127,-77.287611,"Less than $10,000",Reliance on First Impressions,2
42.80914,-94.52664,"Less than $10,000",Reliance on First Impressions,1
42.812776,-73.943368,"$10,000 - $19,999",Openness to Revised Impressions,1
42.812776,-73.943368,"$30,000 - $39,999",Openness to Revised Impressions,1
42.81285,-75.31767,"$10,000 - $19,999",Openness to Revised Impressions,1
42.817286,-75.422764,Prefer not to say,Reliance on First Impressions,1
42.818578,-78.102549,"Less than $10,000",Openness to Revised Impressions,1
42.81923,-78.17279,"$20,000 - $29,999",Openness to Revised Impressions,1
42.819509,-84.483853,"$40,000 - $49,999",Openness to Revised Impressions,1
42.82011,-124.48316,"Less than $10,000",Openness to Revised Impressions,1
42.822065,-90.982153,"$10,000 - $19,999",Reliance on First Impressions,1
42.822065,-90.982153,"$40,000 - $49,999",Reliance on First Impressions,1
42.822065,-90.982153,"Less than $10,000",Reliance on First Impressions,1
42.822482,-96.462952,"$20,000 - $29,999",Reliance on First Impressions,1
42.82281,-83.9444,"Less than $10,000",Openness to Revised Impressions,1
42.82397,-72.18119,"$20,000 - $29,999",Reliance on First Impressions,1
42.824095,-82.66522,"$20,000 - $29,999",Openness to Revised Impressions,1
42.824095,-82.66522,Prefer not to say,Openness to Revised Impressions,1
42.825164,-75.85266,"$10,000 - $19,999",Openness to Revised Impressions,1
42.825164,-75.85266,"Less than $10,000",Reliance on First Impressions,1
42.826237,-92.84909,"$30,000 - $39,999",Reliance on First Impressions,1
42.83303,-93.00547,"Less than $10,000",Openness to Revised Impressions,2
42.835019,-83.42298,"$10,000 - $19,999",Openness to Revised Impressions,1
42.836424,-99.747046,"Less than $10,000",Reliance on First Impressions,1
42.837128,-78.748352,"$30,000 - $39,999",Reliance on First Impressions,1
42.837288,-77.703091,Prefer not to say,Reliance on First Impressions,1
42.838578,-74.131734,"Less than $10,000",Reliance on First Impressions,1
42.83979,-76.69328,"$10,000 - $19,999",Reliance on First Impressions,1
42.83979,-76.69328,"Less than $10,000",Openness to Revised Impressions,1
42.84018,-74.97159,"Less than $10,000",Reliance on First Impressions,1
42.84052,-106.36586,"Less than $10,000",Openness to Revised Impressions,1
42.841014,-91.674168,Prefer not to say,Reliance on First Impressions,1
42.841079,-72.330145,"Less than $10,000",Openness to Revised Impressions,1
42.84202,-73.62262,"Less than $10,000",Openness to Revised Impressions,1
42.843653,-83.140608,"$20,000 - $29,999",Openness to Revised Impressions,1
42.845579,-73.702433,"Less than $10,000",Reliance on First Impressions,1
42.846073,-71.468297,Prefer not to say,Reliance on First Impressions,1
42.8472,-92.5363,"$20,000 - $29,999",Reliance on First Impressions,1
42.851234,-70.865667,"$10,000 - $19,999",Reliance on First Impressions,1
42.85451,-75.65602,"Less than $10,000",Openness to Revised Impressions,1
42.85479,-84.616108,"Less than $10,000",Reliance on First Impressions,1
42.855631,-75.976158,"$20,000 - $29,999",Openness to Revised Impressions,1
42.856338,-112.629866,"Less than $10,000",Openness to Revised Impressions,1
42.857603,-106.770764,Prefer not to say,Openness to Revised Impressions,1
42.857792,-112.426322,"$10,000 - $19,999",Reliance on First Impressions,1
42.866666,-73.318113,Prefer not to say,Reliance on First Impressions,1
42.867146,-74.595636,"Less than $10,000",Reliance on First Impressions,1
42.8701,-110.940062,"Less than $10,000",Reliance on First Impressions,1
42.870454,-85.662605,"Less than $10,000",Openness to Revised Impressions,1
42.871497,-89.923881,"$10,000 - $19,999",Reliance on First Impressions,1
42.871497,-89.923881,"Less than $10,000",Openness to Revised Impressions,1
42.872937,-78.528446,"$10,000 - $19,999",Reliance on First Impressions,1
42.87452,-74.04652,"$20,000 - $29,999",Reliance on First Impressions,1
42.876235,-82.547672,"Less than $10,000",Openness to Revised Impressions,1
42.880192,-85.535214,"Less than $10,000",Reliance on First Impressions,1
42.881012,-78.814555,Prefer not to say,Openness to Revised Impressions,1
42.881482,-78.877482,Prefer not to say,Reliance on First Impressions,1
42.882661,-92.306271,"$30,000 - $39,999",Openness to Revised Impressions,1
42.884281,-72.760753,"Less than $10,000",Openness to Revised Impressions,1
42.885443,-91.8084,"$20,000 - $29,999",Openness to Revised Impressions,1
42.886136,-97.209902,"Less than $10,000",Reliance on First Impressions,1
42.889124,-72.018993,"$40,000 - $49,999",Reliance on First Impressions,1
42.889238,-82.667478,"$30,000 - $39,999",Openness to Revised Impressions,1
42.889576,-106.35696,"Less than $10,000",Openness to Revised Impressions,1
42.889864,-77.608688,"$10,000 - $19,999",Openness to Revised Impressions,1
42.889864,-77.608688,"Less than $10,000",Reliance on First Impressions,1
42.893937,-88.59712,"$80,000 - $99,999",Openness to Revised Impressions,1
42.894936,-84.02596,"Less than $10,000",Reliance on First Impressions,1
42.89507,-74.82765,Prefer not to say,Reliance on First Impressions,1
42.895989,-78.385667,"$10,000 - $19,999",Openness to Revised Impressions,1
42.897707,-85.692805,"Less than $10,000",Reliance on First Impressions,1
42.898716,-90.511593,"$10,000 - $19,999",Openness to Revised Impressions,1
42.90285,-73.68734,"Less than $10,000",Openness to Revised Impressions,1
42.90554,-91.10124,"$20,000 - $29,999",Openness to Revised Impressions,1
42.907658,-78.632137,"Less than $10,000",Openness to Revised Impressions,1
42.910203,-78.026899,"$10,000 - $19,999",Reliance on First Impressions,1
42.910203,-78.026899,"Less than $10,000",Openness to Revised Impressions,3
42.910203,-78.026899,"Less than $10,000",Reliance on First Impressions,1
42.911492,-98.847065,"$20,000 - $29,999",Reliance on First Impressions,1
42.912257,-78.819005,"$60,000 - $69,999",Openness to Revised Impressions,1
42.91253,-82.48686,"Less than $10,000",Openness to Revised Impressions,1
42.91253,-82.48686,"Less than $10,000",Reliance on First Impressions,1
42.91274,-93.47826,"$20,000 - $29,999",Openness to Revised Impressions,1
42.916107,-78.858157,"$30,000 - $39,999",Reliance on First Impressions,1
42.91777,-90.27346,"Less than $10,000",Openness to Revised Impressions,1
42.918,-83.617,"$30,000 - $39,999",Reliance on First Impressions,2
42.918107,-78.865857,"Less than $10,000",Openness to Revised Impressions,1
42.918993,-114.887601,"$20,000 - $29,999",Reliance on First Impressions,1
42.920832,-108.591264,"$20,000 - $29,999",Reliance on First Impressions,1
42.92141,-86.14644,"$10,000 - $19,999",Openness to Revised Impressions,1
42.924089,-75.651484,"$20,000 - $29,999",Reliance on First Impressions,1
42.924806,-74.616883,"$10,000 - $19,999",Reliance on First Impressions,1
42.925458,-78.748145,"$10,000 - $19,999",Openness to Revised Impressions,1
42.92564,-71.01672,"$30,000 - $39,999",Openness to Revised Impressions,1
42.926167,-75.360922,"Less than $10,000",Reliance on First Impressions,1
42.926596,-90.583575,"Less than $10,000",Openness to Revised Impressions,1
42.92778,-101.10293,"$40,000 - $49,999",Openness to Revised Impressions,1
42.92834,-100.75236,"$60,000 - $69,999",Reliance on First Impressions,1
42.930146,-85.53904,"Less than $10,000",Openness to Revised Impressions,1
42.930777,-85.656978,"Less than $10,000",Openness to Revised Impressions,1
42.931289,-89.168354,"$10,000 - $19,999",Openness to Revised Impressions,1
42.931873,-77.011839,"$30,000 - $39,999",Openness to Revised Impressions,1
42.932957,-78.812252,Prefer not to say,Reliance on First Impressions,1
42.934027,-83.052481,"Less than $10,000",Reliance on First Impressions,1
42.934596,-76.574232,"$10,000 - $19,999",Openness to Revised Impressions,1
42.93584,-101.2446,"$20,000 - $29,999",Openness to Revised Impressions,1
42.938258,-78.744053,"Less than $10,000",Openness to Revised Impressions,1
42.938391,-91.929151,"$10,000 - $19,999",Reliance on First Impressions,1
42.938828,-82.919818,"Less than $10,000",Reliance on First Impressions,1
42.939071,-72.72923,"$10,000 - $19,999",Reliance on First Impressions,1
42.93925,-72.85288,"Less than $10,000",Reliance on First Impressions,1
42.940553,-84.032828,"Less than $10,000",Openness to Revised Impressions,1
42.940971,-88.401712,"$30,000 - $39,999",Openness to Revised Impressions,1
42.941008,-78.688009,"$20,000 - $29,999",Reliance on First Impressions,1
42.941008,-78.688009,"Less than $10,000",Openness to Revised Impressions,1
42.941219,-91.699573,Prefer not to say,Openness to Revised Impressions,1
42.942128,-83.29607,"$10,000 - $19,999",Reliance on First Impressions,1
42.94637,-95.55001,Prefer not to say,Reliance on First Impressions,1
42.947259,-78.474444,"Less than $10,000",Reliance on First Impressions,1
42.951223,-74.287066,"Less than $10,000",Openness to Revised Impressions,1
42.95369,-73.43428,"$10,000 - $19,999",Openness to Revised Impressions,1
42.955618,-75.96654,"Less than $10,000",Reliance on First Impressions,1
42.961606,-71.251021,Prefer not to say,Reliance on First Impressions,2
42.963325,-90.369319,"$50,000 - $59,999",Openness to Revised Impressions,1
42.963394,-77.043612,"Less than $10,000",Openness to Revised Impressions,1
42.964438,-85.787181,"$10,000 - $19,999",Reliance on First Impressions,1
42.965926,-83.780835,"$20,000 - $29,999",Reliance on First Impressions,1
42.966471,-73.250529,"$10,000 - $19,999",Openness to Revised Impressions,1
42.967221,-95.013216,"$10,000 - $19,999",Openness to Revised Impressions,1
42.967221,-95.013216,"Less than $10,000",Openness to Revised Impressions,1
42.968507,-78.749153,"$10,000 - $19,999",Reliance on First Impressions,1
42.968507,-78.749153,"Less than $10,000",Reliance on First Impressions,1
42.972161,-76.227599,"Less than $10,000",Reliance on First Impressions,1
42.972697,-123.088917,"Less than $10,000",Openness to Revised Impressions,1
42.973627,-83.720306,"Less than $10,000",Openness to Revised Impressions,1
42.973755,-94.644417,"$10,000 - $19,999",Openness to Revised Impressions,1
42.973867,-72.44256,"Less than $10,000",Reliance on First Impressions,1
42.974427,-83.662853,"$40,000 - $49,999",Reliance on First Impressions,1
42.97446,-76.440833,"$80,000 - $99,999",Reliance on First Impressions,1
42.974607,-78.850507,"$30,000 - $39,999",Openness to Revised Impressions,1
42.97731,-70.94687,"$30,000 - $39,999",Openness to Revised Impressions,1
42.97825,-111.37689,"$30,000 - $39,999",Openness to Revised Impressions,1
42.978522,-78.372338,"$10,000 - $19,999",Openness to Revised Impressions,1
42.979702,-73.192929,"Less than $10,000",Reliance on First Impressions,1
42.980544,-78.231764,"$10,000 - $19,999",Reliance on First Impressions,1
42.982521,-95.69489,"Less than $10,000",Openness to Revised Impressions,1
42.982578,-84.184937,"$10,000 - $19,999",Reliance on First Impressions,1
42.983588,-73.882538,"$10,000 - $19,999",Openness to Revised Impressions,1
42.984014,-82.467461,"$10,000 - $19,999",Openness to Revised Impressions,1
42.984273,-93.35609,"Less than $10,000",Reliance on First Impressions,1
42.984707,-98.175204,"Less than $10,000",Openness to Revised Impressions,1
42.985927,-83.613452,"$10,000 - $19,999",Reliance on First Impressions,1
42.98961,-116.09343,"$10,000 - $19,999",Openness to Revised Impressions,1
42.991124,-75.270758,"$30,000 - $39,999",Openness to Revised Impressions,1
42.991173,-78.312171,"$10,000 - $19,999",Openness to Revised Impressions,1
42.992203,-71.127041,"Less than $10,000",Reliance on First Impressions,1
42.99284,-77.86029,"$50,000 - $59,999",Openness to Revised Impressions,1
42.99284,-77.86029,"Less than $10,000",Reliance on First Impressions,1
42.993295,-84.761244,"Less than $10,000",Openness to Revised Impressions,1
42.993502,-88.759793,"Less than $10,000",Reliance on First Impressions,2
42.99638,-96.4892,"$50,000 - $59,999",Reliance on First Impressions,1
42.996509,-97.058654,"$10,000 - $19,999",Openness to Revised Impressions,1
42.996509,-97.058654,"Less than $10,000",Reliance on First Impressions,1
42.997133,-95.486296,"$20,000 - $29,999",Openness to Revised Impressions,1
42.998588,-108.57191,"Less than $10,000",Openness to Revised Impressions,1
42.998588,-108.57191,"Less than $10,000",Reliance on First Impressions,2
43.002044,-97.239829,"$20,000 - $29,999",Reliance on First Impressions,1
43.002936,-71.908029,"Less than $10,000",Openness to Revised Impressions,1
43.005,-98.0598,Prefer not to say,Reliance on First Impressions,1
43.005895,-71.013202,"$10,000 - $19,999",Reliance on First Impressions,1
43.005895,-71.013202,"Less than $10,000",Openness to Revised Impressions,1
43.005895,-71.013202,"Less than $10,000",Reliance on First Impressions,1
43.006014,-87.942935,"$10,000 - $19,999",Openness to Revised Impressions,1
43.007063,-90.192522,"Less than $10,000",Reliance on First Impressions,1
43.008958,-88.6726,"$20,000 - $29,999",Openness to Revised Impressions,1
43.010908,-77.47054,"$50,000 - $59,999",Reliance on First Impressions,1
43.011127,-83.803045,"Less than $10,000",Openness to Revised Impressions,1
43.011264,-87.958409,"Less than $10,000",Openness to Revised Impressions,1
43.011323,-90.133932,"$10,000 - $19,999",Reliance on First Impressions,1
43.011323,-90.133932,"$80,000 - $99,999",Reliance on First Impressions,1
43.0121,-118.66603,"$20,000 - $29,999",Openness to Revised Impressions,1
43.013527,-85.602729,"$20,000 - $29,999",Reliance on First Impressions,1
43.016096,-72.534025,"Less than $10,000",Reliance on First Impressions,1
43.016376,-97.369385,"$20,000 - $29,999",Openness to Revised Impressions,1
43.016376,-97.369385,"Less than $10,000",Reliance on First Impressions,1
43.016577,-89.986458,Prefer not to say,Reliance on First Impressions,1
43.018327,-88.600429,"$30,000 - $39,999",Openness to Revised Impressions,1
43.018696,-88.302997,"$10,000 - $19,999",Openness to Revised Impressions,1
43.018696,-88.302997,"$30,000 - $39,999",Openness to Revised Impressions,1
43.018696,-88.302997,"Less than $10,000",Reliance on First Impressions,1
43.019463,-87.925534,"Less than $10,000",Reliance on First Impressions,1
43.02012,-123.29312,"$20,000 - $29,999",Reliance on First Impressions,1
43.02143,-76.197701,"$30,000 - $39,999",Openness to Revised Impressions,1
43.02143,-76.197701,"Less than $10,000",Openness to Revised Impressions,1
43.0275,-98.88842,"$20,000 - $29,999",Openness to Revised Impressions,1
43.028469,-75.264008,"$10,000 - $19,999",Openness to Revised Impressions,1
43.02952,-72.8526,"$20,000 - $29,999",Reliance on First Impressions,1
43.02979,-76.00436,"$20,000 - $29,999",Openness to Revised Impressions,1
43.031413,-85.550267,"$20,000 - $29,999",Reliance on First Impressions,1
43.031413,-85.550267,"$60,000 - $69,999",Openness to Revised Impressions,1
43.031413,-85.550267,"Less than $10,000",Openness to Revised Impressions,2
43.031413,-85.550267,"Less than $10,000",Reliance on First Impressions,3
43.033131,-112.428535,"Less than $10,000",Openness to Revised Impressions,1
43.033432,-96.076051,"$120,000 - $149,999",Openness to Revised Impressions,1
43.033432,-96.076051,"$40,000 - $49,999",Openness to Revised Impressions,1
43.033432,-96.076051,"Less than $10,000",Reliance on First Impressions,1
43.034025,-91.393408,"Less than $10,000",Openness to Revised Impressions,1
43.034725,-98.315504,"$10,000 - $19,999",Reliance on First Impressions,1
43.034927,-83.688706,"$10,000 - $19,999",Reliance on First Impressions,1
43.034927,-83.688706,"$30,000 - $39,999",Openness to Revised Impressions,1
43.036069,-75.396214,"$10,000 - $19,999",Openness to Revised Impressions,1
43.036697,-75.382414,"$20,000 - $29,999",Reliance on First Impressions,1
43.037213,-87.933529,"Less than $10,000",Openness to Revised Impressions,1
43.037263,-87.914034,"$20,000 - $29,999",Reliance on First Impressions,1
43.038366,-76.099394,"Less than $10,000",Openness to Revised Impressions,1
43.038366,-76.099394,Prefer not to say,Openness to Revised Impressions,1
43.038663,-87.913934,"$50,000 - $59,999",Reliance on First Impressions,1
43.038663,-87.913934,"Less than $10,000",Openness to Revised Impressions,1
43.03867,-78.8642,"Less than $10,000",Openness to Revised Impressions,1
43.040813,-87.919135,"$10,000 - $19,999",Reliance on First Impressions,1
43.040813,-87.919135,"Less than $10,000",Openness to Revised Impressions,1
43.042044,-75.740848,"Less than $10,000",Openness to Revised Impressions,2
43.042907,-78.698796,"Less than $10,000",Openness to Revised Impressions,1
43.043116,-76.150796,"$10,000 - $19,999",Reliance on First Impressions,1
43.043116,-76.150796,"$20,000 - $29,999",Reliance on First Impressions,1
43.043116,-76.150796,"$60,000 - $69,999",Reliance on First Impressions,1
43.044535,-71.971353,"$20,000 - $29,999",Reliance on First Impressions,1
43.046493,-76.555316,"$20,000 - $29,999",Openness to Revised Impressions,1
43.046493,-76.555316,"$30,000 - $39,999",Reliance on First Impressions,1
43.046851,-84.900482,"$10,000 - $19,999",Reliance on First Impressions,1
43.048211,-88.087888,"Less than $10,000",Reliance on First Impressions,1
43.04841,-72.26286,"Less than $10,000",Openness to Revised Impressions,1
43.049312,-88.041387,"$50,000 - $59,999",Reliance on First Impressions,1
43.05229,-75.50156,"Less than $10,000",Reliance on First Impressions,2
43.053769,-75.271559,"Less than $10,000",Reliance on First Impressions,1
43.054791,-83.743784,"Less than $10,000",Openness to Revised Impressions,1
43.055766,-76.177597,"$20,000 - $29,999",Reliance on First Impressions,1
43.05923,-77.61222,"$10,000 - $19,999",Reliance on First Impressions,1
43.059926,-92.789058,"$20,000 - $29,999",Reliance on First Impressions,1
43.06081,-88.15589,"Less than $10,000",Reliance on First Impressions,1
43.061305,-73.92308,"$10,000 - $19,999",Reliance on First Impressions,1
43.061305,-73.92308,"$50,000 - $59,999",Openness to Revised Impressions,1
43.062707,-88.105906,"$10,000 - $19,999",Reliance on First Impressions,1
43.062707,-88.105906,"$40,000 - $49,999",Openness to Revised Impressions,1
43.065359,-92.338474,"Less than $10,000",Openness to Revised Impressions,1
43.06553,-95.28389,"$10,000 - $19,999",Reliance on First Impressions,1
43.06956,-89.423861,"$10,000 - $19,999",Reliance on First Impressions,2
43.06956,-89.423861,"Less than $10,000",Reliance on First Impressions,1
43.06956,-89.423861,Prefer not to say,Openness to Revised Impressions,1
43.071201,-85.480856,"Less than $10,000",Openness to Revised Impressions,1
43.071201,-85.480856,"Less than $10,000",Reliance on First Impressions,1
43.07195,-88.79344,"$20,000 - $29,999",Reliance on First Impressions,1
43.072239,-72.390121,"$50,000 - $59,999",Openness to Revised Impressions,1
43.073147,-89.45681,"$10,000 - $19,999",Openness to Revised Impressions,1
43.073147,-89.45681,"Less than $10,000",Reliance on First Impressions,1
43.075152,-82.695467,"Less than $10,000",Openness to Revised Impressions,1
43.07535,-75.70685,"$10,000 - $19,999",Openness to Revised Impressions,1
43.076609,-86.19538,"$100,000 - $119,999",Openness to Revised Impressions,1
43.076691,-89.37632,"Less than $10,000",Openness to Revised Impressions,1
43.076926,-83.690207,"Less than $10,000",Openness to Revised Impressions,1
43.076926,-83.690207,Prefer not to say,Openness to Revised Impressions,1
43.077369,-75.233208,"$20,000 - $29,999",Reliance on First Impressions,1
43.080334,-112.672955,"$10,000 - $19,999",Openness to Revised Impressions,1
43.080578,-83.783675,"$10,000 - $19,999",Reliance on First Impressions,1
43.081164,-85.679652,"$10,000 - $19,999",Openness to Revised Impressions,1
43.08143,-84.445584,"$10,000 - $19,999",Reliance on First Impressions,1
43.081604,-93.260879,"$10,000 - $19,999",Openness to Revised Impressions,1
43.082184,-77.649074,"Less than $10,000",Reliance on First Impressions,1
43.082635,-72.474882,"$40,000 - $49,999",Reliance on First Impressions,1
43.084013,-96.269648,"$20,000 - $29,999",Reliance on First Impressions,1
43.084176,-71.762578,"$20,000 - $29,999",Openness to Revised Impressions,1
43.084666,-76.240549,"$10,000 - $19,999",Openness to Revised Impressions,1
43.08641,-84.19525,"Less than $10,000",Openness to Revised Impressions,1
43.087062,-88.463305,"$40,000 - $49,999",Reliance on First Impressions,1
43.087062,-88.463305,"Less than $10,000",Openness to Revised Impressions,1
43.087062,-88.463305,"Less than $10,000",Reliance on First Impressions,1
43.087067,-77.097867,"$10,000 - $19,999",Reliance on First Impressions,1
43.09063,-73.49873,"$60,000 - $69,999",Reliance on First Impressions,1
43.09161,-70.73741,"Less than $10,000",Openness to Revised Impressions,1
43.09226,-84.84222,"$20,000 - $29,999",Openness to Revised Impressions,1
43.092924,-75.50161,"Less than $10,000",Reliance on First Impressions,1
43.093146,-89.276619,"Less than $10,000",Reliance on First Impressions,1
43.093972,-72.456492,"$40,000 - $49,999",Reliance on First Impressions,1
43.094746,-70.68928,"$10,000 - $19,999",Reliance on First Impressions,1
43.094746,-70.68928,"Less than $10,000",Reliance on First Impressions,1
43.095821,-79.040407,"$10,000 - $19,999",Openness to Revised Impressions,1
43.098882,-95.743011,"Less than $10,000",Reliance on First Impressions,1
43.098983,-76.413216,Prefer not to say,Openness to Revised Impressions,1
43.098983,-76.413216,Prefer not to say,Reliance on First Impressions,1
43.099263,-76.970937,"$20,000 - $29,999",Reliance on First Impressions,1
43.099386,-76.762705,"Less than $10,000",Openness to Revised Impressions,1
43.100123,-73.524554,"$20,000 - $29,999",Openness to Revised Impressions,1
43.1009,-74.77293,"$20,000 - $29,999",Reliance on First Impressions,1
43.10357,-93.60243,"$30,000 - $39,999",Openness to Revised Impressions,1
43.10357,-93.60243,"Less than $10,000",Openness to Revised Impressions,1
43.104287,-77.428964,"$40,000 - $49,999",Openness to Revised Impressions,1
43.10564,-71.58118,"$10,000 - $19,999",Openness to Revised Impressions,2
43.10564,-71.58118,"$20,000 - $29,999",Reliance on First Impressions,1
43.10564,-71.58118,Prefer not to say,Reliance on First Impressions,1
43.109127,-88.40248,"$10,000 - $19,999",Reliance on First Impressions,1
43.109913,-83.998893,"$20,000 - $29,999",Openness to Revised Impressions,1
43.110147,-90.957097,"Less than $10,000",Reliance on First Impressions,1
43.110408,-84.984752,"Less than $10,000",Reliance on First Impressions,1
43.112163,-77.561771,"$30,000 - $39,999",Reliance on First Impressions,1
43.113502,-123.418068,"$20,000 - $29,999",Openness to Revised Impressions,1
